,date,open,close,high,low,volume,code
1491,2006-03-23,1296.19,1302.46,1302.79,1289.53,25465400.0,sh
1492,2006-03-24,1302.14,1294.7,1308.06,1293.3,24423900.0,sh
1493,2006-03-27,1296.07,1295.92,1296.59,1283.68,20613200.0,sh
1494,2006-03-28,1295.76,1298.79,1302.65,1293.0,25011800.0,sh
1495,2006-03-29,1299.38,1305.57,1313.12,1296.59,34152200.0,sh
1496,2006-03-30,1305.84,1294.72,1308.5,1293.83,26038800.0,sh
1497,2006-03-31,1291.52,1298.3,1298.75,1285.73,26636900.0,sh
1498,2006-04-03,1298.68,1319.47,1319.48,1298.68,32804700.0,sh
1499,2006-04-04,1319.84,1329.8,1330.1,1315.33,37134000.0,sh
1500,2006-04-05,1330.56,1340.16,1341.5,1326.53,37763200.0,sh
1501,2006-04-06,1341.74,1339.74,1348.52,1336.14,41715100.0,sh
1502,2006-04-07,1340.65,1342.96,1345.29,1330.51,40666100.0,sh
1503,2006-04-10,1344.24,1359.08,1359.41,1339.52,41415400.0,sh
1504,2006-04-11,1360.98,1362.23,1366.52,1350.32,43870400.0,sh
1505,2006-04-12,1361.74,1360.13,1364.69,1355.66,37129100.0,sh
1506,2006-04-13,1359.28,1332.33,1364.32,1331.68,41299100.0,sh
1507,2006-04-14,1330.09,1359.54,1360.09,1328.44,37871200.0,sh
1508,2006-04-17,1360.64,1378.61,1383.65,1353.4,42219800.0,sh
1509,2006-04-18,1379.81,1385.11,1391.38,1370.15,36785200.0,sh
1510,2006-04-19,1389.13,1396.7,1399.55,1378.8,40578200.0,sh
1511,2006-04-20,1398.1,1385.9,1404.19,1376.96,43303300.0,sh
1512,2006-04-21,1385.92,1416.79,1419.89,1383.45,45569100.0,sh
1513,2006-04-24,1423.41,1409.79,1429.06,1402.27,52015800.0,sh
1514,2006-04-25,1405.9,1399.77,1409.27,1386.13,43248800.0,sh
1515,2006-04-26,1399.07,1417.48,1426.63,1397.35,48410600.0,sh
1516,2006-04-27,1418.9,1416.73,1424.46,1407.14,37608400.0,sh
1517,2006-04-28,1403.52,1440.22,1444.71,1389.35,44562000.0,sh
1518,2006-05-08,1446.99,1497.1,1497.2,1446.99,51620700.0,sh
1519,2006-05-09,1503.24,1531.16,1532.75,1497.99,64683900.0,sh
1520,2006-05-10,1537.56,1545.69,1554.03,1518.33,62717100.0,sh
1521,2006-05-11,1547.56,1537.38,1583.76,1536.29,73218300.0,sh
1522,2006-05-12,1532.88,1602.83,1603.21,1531.23,68393800.0,sh
1523,2006-05-15,1616.26,1664.09,1664.94,1606.57,87725300.0,sh
1524,2006-05-16,1658.69,1613.25,1678.6,1604.78,88275000.0,sh
1525,2006-05-17,1613.23,1625.15,1640.69,1592.19,70980500.0,sh
1526,2006-05-18,1611.66,1617.28,1630.07,1582.96,60585100.0,sh
1527,2006-05-19,1620.21,1659.55,1664.61,1610.04,77086300.0,sh
1528,2006-05-22,1656.75,1657.69,1674.22,1646.68,77258900.0,sh
1529,2006-05-23,1647.96,1604.55,1648.53,1597.1,69900100.0,sh
1530,2006-05-24,1609.74,1590.92,1634.59,1562.39,57270400.0,sh
1531,2006-05-25,1585.47,1591.43,1598.56,1563.86,41049400.0,sh
1532,2006-05-26,1596.56,1613.89,1614.55,1593.09,43722500.0,sh
1533,2006-05-29,1622.11,1648.54,1648.84,1609.01,51715200.0,sh
1534,2006-05-30,1654.98,1657.29,1663.93,1634.9,53087700.0,sh
1535,2006-05-31,1656.28,1641.3,1667.23,1628.68,57016000.0,sh
1536,2006-06-01,1639.67,1684.19,1684.71,1635.75,67843900.0,sh
1537,2006-06-02,1688.78,1669.4,1695.58,1659.14,78144700.0,sh
1538,2006-06-05,1669.24,1684.62,1685.29,1639.68,67297800.0,sh
1539,2006-06-06,1681.22,1679.13,1692.82,1672.81,58423000.0,sh
1540,2006-06-07,1678.24,1589.55,1678.24,1588.97,65085300.0,sh
1541,2006-06-08,1576.44,1591.49,1596.12,1540.93,54576900.0,sh
1542,2006-06-09,1583.96,1551.38,1594.44,1550.2,47003900.0,sh
1543,2006-06-12,1540.22,1552.8,1566.45,1529.5,31496300.0,sh
1544,2006-06-13,1552.1,1548.49,1570.1,1532.06,32450700.0,sh
1545,2006-06-14,1540.64,1531.33,1540.64,1512.52,32438100.0,sh
1546,2006-06-15,1531.25,1533.98,1551.3,1528.23,28473400.0,sh
1547,2006-06-16,1540.19,1574.47,1574.47,1540.19,33572600.0,sh
1548,2006-06-19,1559.98,1586.29,1591.85,1544.93,35562000.0,sh
1549,2006-06-20,1583.87,1592.33,1592.83,1572.58,35537100.0,sh
1550,2006-06-21,1590.61,1598.12,1617.71,1570.08,39705900.0,sh
1551,2006-06-22,1593.1,1596.07,1605.25,1587.8,32465900.0,sh
1552,2006-06-23,1594.49,1605.71,1608.11,1582.02,35026800.0,sh
1553,2006-06-26,1607.79,1633.45,1635.8,1607.79,39499200.0,sh
1554,2006-06-27,1636.7,1639.55,1642.57,1627.59,36451800.0,sh
1555,2006-06-28,1638.23,1639.29,1642.35,1627.07,33220600.0,sh
1556,2006-06-29,1641.93,1671.62,1672.1,1641.93,51799000.0,sh
1557,2006-06-30,1679.72,1672.21,1690.95,1662.28,49837100.0,sh
1558,2006-07-03,1677.31,1697.28,1697.83,1670.02,48636600.0,sh
1559,2006-07-04,1700.32,1681.55,1702.66,1670.13,54316500.0,sh
1560,2006-07-05,1755.22,1718.56,1757.47,1703.58,60720800.0,sh
1561,2006-07-06,1715.28,1741.47,1742.2,1711.65,50062700.0,sh
1562,2006-07-07,1746.52,1730.19,1750.03,1724.68,49430100.0,sh
1563,2006-07-10,1730.7,1734.33,1737.03,1715.83,39049500.0,sh
1564,2006-07-11,1736.99,1745.81,1746.72,1725.23,40085400.0,sh
1565,2006-07-12,1745.88,1740.0,1753.28,1738.0,48785900.0,sh
1566,2006-07-13,1736.21,1655.77,1737.59,1654.49,67471600.0,sh
1567,2006-07-14,1641.14,1665.21,1676.75,1633.9,41587800.0,sh
1568,2006-07-17,1662.05,1682.89,1684.34,1653.6,32203900.0,sh
1569,2006-07-18,1682.36,1684.25,1684.67,1666.31,31405400.0,sh
1570,2006-07-19,1681.77,1645.16,1681.77,1637.49,35059800.0,sh
1571,2006-07-20,1642.62,1655.12,1658.05,1636.26,28661200.0,sh
1572,2006-07-21,1653.81,1665.33,1669.29,1653.51,29960500.0,sh
1573,2006-07-24,1648.75,1665.94,1667.62,1632.69,31184000.0,sh
1574,2006-07-25,1668.14,1685.46,1690.61,1668.14,34237800.0,sh
1575,2006-07-26,1688.54,1686.65,1691.43,1675.66,31167200.0,sh
1576,2006-07-27,1685.35,1675.17,1701.61,1665.39,36201800.0,sh
1577,2006-07-28,1674.43,1662.03,1678.53,1646.35,33269000.0,sh
1578,2006-07-31,1659.54,1612.73,1659.54,1611.16,33654500.0,sh
1579,2006-08-01,1619.64,1600.61,1625.04,1596.66,32310700.0,sh
1580,2006-08-02,1598.76,1600.87,1608.78,1577.9,27865800.0,sh
1581,2006-08-03,1599.75,1601.06,1609.43,1587.12,20822300.0,sh
1582,2006-08-04,1601.61,1570.15,1612.1,1567.25,25867100.0,sh
1583,2006-08-07,1561.8,1547.44,1570.05,1541.41,24099200.0,sh
1584,2006-08-08,1547.91,1580.58,1581.75,1547.91,23383000.0,sh
1585,2006-08-09,1581.8,1578.57,1585.17,1571.71,21636000.0,sh
1586,2006-08-10,1578.35,1606.06,1606.94,1577.86,26323100.0,sh
1587,2006-08-11,1605.6,1605.93,1610.76,1596.22,23451500.0,sh
1588,2006-08-14,1605.2,1570.74,1611.66,1566.72,25655000.0,sh
1589,2006-08-15,1568.27,1595.66,1596.65,1564.4,20259200.0,sh
1590,2006-08-16,1596.06,1616.41,1616.45,1591.86,28564000.0,sh
1591,2006-08-17,1612.41,1603.33,1612.41,1592.85,23391900.0,sh
1592,2006-08-18,1601.57,1598.02,1614.36,1596.56,23974200.0,sh
1593,2006-08-21,1565.46,1601.15,1602.13,1558.1,23374300.0,sh
1594,2006-08-22,1601.52,1613.35,1619.07,1598.78,26701200.0,sh
1595,2006-08-23,1614.39,1612.4,1621.4,1608.74,27212900.0,sh
1596,2006-08-24,1612.7,1623.02,1623.17,1601.89,25061300.0,sh
1597,2006-08-25,1622.48,1623.03,1630.05,1619.73,27821600.0,sh
1598,2006-08-28,1627.12,1650.44,1651.29,1624.28,39341200.0,sh
1599,2006-08-29,1652.67,1651.02,1667.53,1649.59,48050400.0,sh
1600,2006-08-30,1648.35,1655.19,1656.23,1640.28,31442900.0,sh
1601,2006-08-31,1655.9,1658.64,1661.47,1650.0,35135000.0,sh
1602,2006-09-01,1658.66,1636.69,1660.52,1634.03,35954600.0,sh
1603,2006-09-04,1635.33,1657.52,1657.69,1635.12,33093400.0,sh
1604,2006-09-05,1659.74,1664.08,1669.9,1657.05,40533500.0,sh
1605,2006-09-06,1665.13,1672.12,1672.26,1656.86,33579600.0,sh
1606,2006-09-07,1683.78,1661.19,1683.89,1655.41,31522800.0,sh
1607,2006-09-08,1659.7,1667.98,1671.31,1658.67,26552000.0,sh
1608,2006-09-11,1668.16,1674.97,1675.09,1653.01,30590500.0,sh
1609,2006-09-12,1675.2,1695.86,1699.58,1673.44,37390400.0,sh
1610,2006-09-13,1695.35,1689.39,1713.99,1687.05,43045700.0,sh
1611,2006-09-14,1689.63,1689.69,1696.62,1672.88,33888300.0,sh
1612,2006-09-15,1689.6,1721.05,1722.66,1689.51,47032300.0,sh
1613,2006-09-18,1727.92,1732.99,1733.41,1719.16,44840100.0,sh
1614,2006-09-19,1735.3,1735.24,1743.02,1728.29,43455300.0,sh
1615,2006-09-20,1733.64,1732.45,1737.73,1720.83,38836600.0,sh
1616,2006-09-21,1731.58,1740.9,1743.63,1731.22,39533100.0,sh
1617,2006-09-22,1744.6,1725.36,1746.61,1724.1,44777800.0,sh
1618,2006-09-25,1722.74,1722.37,1732.28,1709.77,40168100.0,sh
1619,2006-09-26,1720.78,1712.64,1721.58,1704.77,33134500.0,sh
1620,2006-09-27,1711.51,1725.04,1725.5,1709.77,29247200.0,sh
1621,2006-09-28,1725.52,1736.96,1740.79,1722.22,33979900.0,sh
1622,2006-09-29,1740.06,1752.42,1755.69,1740.06,41236300.0,sh
1623,2006-10-09,1768.14,1785.39,1786.11,1763.11,52935100.0,sh
1624,2006-10-10,1784.22,1784.86,1793.14,1771.86,55136500.0,sh
1625,2006-10-11,1784.52,1790.1,1792.76,1771.02,49283900.0,sh
1626,2006-10-12,1790.63,1778.18,1792.24,1774.14,53169000.0,sh
1627,2006-10-13,1776.51,1784.66,1792.87,1773.23,42539800.0,sh
1628,2006-10-16,1787.7,1771.3,1789.18,1766.31,46766200.0,sh
1629,2006-10-17,1768.63,1763.9,1777.6,1758.31,39262300.0,sh
1630,2006-10-18,1762.4,1787.19,1787.74,1760.88,36810600.0,sh
1631,2006-10-19,1788.58,1792.25,1799.29,1784.34,41490600.0,sh
1632,2006-10-20,1792.6,1790.36,1801.33,1786.34,41461600.0,sh
1633,2006-10-23,1789.65,1759.39,1797.43,1753.49,44441100.0,sh
1634,2006-10-24,1756.46,1805.18,1805.27,1756.46,39911200.0,sh
1635,2006-10-25,1807.03,1806.65,1825.61,1789.91,44512300.0,sh
1636,2006-10-26,1804.89,1810.65,1816.76,1791.95,48737100.0,sh
1637,2006-10-27,1836.21,1807.18,1842.73,1803.21,73748900.0,sh
1638,2006-10-30,1804.37,1809.66,1815.61,1788.29,45335900.0,sh
1639,2006-10-31,1811.47,1837.99,1839.32,1811.47,46557100.0,sh
1640,2006-11-01,1838.68,1855.71,1855.89,1833.2,47783500.0,sh
1641,2006-11-02,1856.92,1851.31,1857.15,1834.84,51741700.0,sh
1642,2006-11-03,1851.4,1866.36,1873.66,1850.15,49860700.0,sh
1643,2006-11-06,1853.19,1886.31,1886.52,1846.01,49544500.0,sh
1644,2006-11-07,1889.53,1889.53,1897.41,1862.93,54849100.0,sh
1645,2006-11-08,1885.85,1866.82,1886.26,1865.22,37770500.0,sh
1646,2006-11-09,1860.95,1896.48,1899.1,1858.59,44096200.0,sh
1647,2006-11-10,1896.93,1883.35,1920.18,1870.96,62809400.0,sh
1648,2006-11-13,1878.7,1863.77,1905.9,1852.1,50016700.0,sh
1649,2006-11-14,1868.17,1888.24,1888.43,1841.82,43188000.0,sh
1650,2006-11-15,1888.54,1922.94,1923.14,1878.69,46682400.0,sh
1651,2006-11-16,1930.93,1941.55,1976.05,1926.72,63983600.0,sh
1652,2006-11-17,1934.64,1971.79,1972.61,1925.15,49418700.0,sh
1653,2006-11-20,1977.53,2017.28,2018.0,1977.53,59146900.0,sh
1654,2006-11-21,2013.07,2037.55,2037.74,1988.93,53894100.0,sh
1655,2006-11-22,2031.3,2041.35,2062.8,2010.79,64881700.0,sh
1656,2006-11-23,2045.08,2062.36,2071.24,2042.15,60721900.0,sh
1657,2006-11-24,2051.47,2050.81,2057.91,2022.62,61232100.0,sh
1658,2006-11-27,2042.19,2047.28,2049.54,2022.38,57840000.0,sh
1659,2006-11-28,2042.38,2038.72,2051.49,2016.47,55070600.0,sh
1660,2006-11-29,2005.99,2054.09,2059.73,1992.54,56002300.0,sh
1661,2006-11-30,2058.77,2099.29,2102.06,2058.77,72779700.0,sh
1662,2006-12-01,2106.29,2102.05,2112.58,2087.6,76179000.0,sh
1663,2006-12-04,2103.82,2161.65,2164.58,2100.56,87232800.0,sh
1664,2006-12-05,2167.36,2173.28,2195.53,2159.32,88157200.0,sh
1665,2006-12-06,2175.38,2156.6,2192.9,2097.42,104348000.0,sh
1666,2006-12-07,2152.59,2156.75,2206.51,2145.79,99278800.0,sh
1667,2006-12-08,2133.35,2093.64,2164.02,2090.4,80889700.0,sh
1668,2006-12-11,2085.06,2180.5,2181.16,2084.27,62676000.0,sh
1669,2006-12-12,2189.69,2218.95,2228.64,2180.37,70191800.0,sh
1670,2006-12-13,2224.43,2223.46,2244.41,2195.64,57492700.0,sh
1671,2006-12-14,2226.0,2249.11,2250.32,2212.91,58439300.0,sh
1672,2006-12-15,2255.24,2273.91,2275.49,2241.2,60612000.0,sh
1673,2006-12-18,2277.28,2332.43,2335.23,2277.28,78252200.0,sh
1674,2006-12-19,2342.18,2364.18,2381.63,2315.99,87054900.0,sh
1675,2006-12-20,2356.26,2373.21,2381.13,2332.93,78298900.0,sh
1676,2006-12-21,2372.46,2342.94,2386.82,2339.91,83182600.0,sh
1677,2006-12-22,2334.27,2343.67,2366.69,2321.92,70484600.0,sh
1678,2006-12-25,2350.13,2435.76,2452.43,2350.13,73939400.0,sh
1679,2006-12-26,2437.85,2479.73,2505.7,2424.94,72261500.0,sh
1680,2006-12-27,2478.06,2536.39,2538.66,2461.07,72118200.0,sh
1681,2006-12-28,2538.95,2567.59,2611.79,2530.33,78718900.0,sh
1682,2006-12-29,2585.42,2675.47,2698.9,2585.42,86769000.0,sh
1683,2007-01-04,2728.19,2715.72,2847.61,2684.82,120156000.0,sh
1684,2007-01-05,2668.58,2641.33,2685.8,2617.02,106156000.0,sh
1685,2007-01-08,2621.07,2707.2,2708.44,2620.62,106813000.0,sh
1686,2007-01-09,2711.05,2807.8,2809.39,2691.36,110751000.0,sh
1687,2007-01-10,2838.11,2825.58,2841.74,2770.99,111769000.0,sh
1688,2007-01-11,2819.37,2770.11,2841.18,2763.89,121599000.0,sh
1689,2007-01-12,2745.32,2668.11,2782.02,2652.58,107304000.0,sh
1690,2007-01-15,2660.07,2794.7,2795.33,2658.88,91761600.0,sh
1691,2007-01-16,2818.66,2821.02,2830.8,2757.21,111179000.0,sh
1692,2007-01-17,2828.4,2778.9,2870.42,2742.59,127377000.0,sh
1693,2007-01-18,2760.94,2756.98,2784.04,2679.71,112314000.0,sh
1694,2007-01-19,2761.89,2832.21,2833.45,2761.89,122062000.0,sh
1695,2007-01-22,2857.9,2933.19,2934.65,2857.9,138576000.0,sh
1696,2007-01-23,2964.69,2949.14,2970.69,2851.92,142792000.0,sh
1697,2007-01-24,2955.42,2975.13,2994.28,2927.72,122057000.0,sh
1698,2007-01-25,2946.5,2857.36,2947.15,2853.82,117197000.0,sh
1699,2007-01-26,2805.96,2882.56,2905.98,2720.83,109599000.0,sh
1700,2007-01-29,2897.25,2945.26,2954.34,2885.86,112068000.0,sh
1701,2007-01-30,2959.4,2930.56,2980.51,2901.76,111932000.0,sh
1702,2007-01-31,2926.07,2786.33,2929.65,2766.75,114266000.0,sh
1703,2007-02-01,2744.81,2785.43,2801.69,2706.29,93443500.0,sh
1704,2007-02-02,2791.49,2673.21,2796.44,2666.86,85446200.0,sh
1705,2007-02-05,2658.07,2612.54,2672.35,2610.33,69224500.0,sh
1706,2007-02-06,2612.84,2675.7,2677.04,2541.52,86630000.0,sh
1707,2007-02-07,2688.96,2716.18,2745.39,2681.33,94883800.0,sh
1708,2007-02-08,2725.14,2737.73,2751.16,2691.27,88434300.0,sh
1709,2007-02-09,2741.48,2730.39,2747.94,2704.36,80874400.0,sh
1710,2007-02-12,2729.84,2807.17,2807.51,2728.78,79009400.0,sh
1711,2007-02-13,2819.14,2831.87,2835.09,2801.31,79001700.0,sh
1712,2007-02-14,2836.82,2905.09,2915.06,2823.38,94044600.0,sh
1713,2007-02-15,2923.67,2993.01,2994.62,2923.67,108831000.0,sh
1714,2007-02-16,3018.18,2998.47,3036.35,2975.83,117922000.0,sh
1715,2007-02-26,2999.09,3040.6,3041.34,2960.75,112057000.0,sh
1716,2007-02-27,3048.83,2771.79,3049.77,2763.4,161376000.0,sh
1717,2007-02-28,2734.59,2881.07,2888.9,2732.88,121479000.0,sh
1718,2007-03-01,2877.2,2797.19,2878.35,2760.91,127365000.0,sh
1719,2007-03-02,2792.94,2831.53,2846.16,2777.8,93944000.0,sh
1720,2007-03-05,2827.68,2785.31,2858.44,2723.06,106911000.0,sh
1721,2007-03-06,2776.17,2840.18,2866.33,2756.96,77040500.0,sh
1722,2007-03-07,2851.75,2896.59,2911.42,2849.65,87913900.0,sh
1723,2007-03-08,2904.19,2928.01,2928.8,2871.46,88955100.0,sh
1724,2007-03-09,2934.49,2937.91,2962.42,2891.81,107139000.0,sh
1725,2007-03-12,2945.92,2954.91,2958.63,2904.74,101542000.0,sh
1726,2007-03-13,2958.1,2964.79,2966.19,2932.23,107189000.0,sh
1727,2007-03-14,2933.68,2906.33,2934.45,2868.81,113731000.0,sh
1728,2007-03-15,2905.98,2951.7,2955.46,2905.98,101746000.0,sh
1729,2007-03-16,2964.09,2930.48,2979.71,2899.03,122681000.0,sh
1730,2007-03-19,2864.26,3014.44,3038.0,2852.86,109972000.0,sh
1731,2007-03-20,3024.78,3032.2,3033.02,2998.8,92761900.0,sh
1732,2007-03-21,3042.1,3057.38,3057.71,3020.95,99190100.0,sh
1733,2007-03-22,3080.6,3071.23,3099.82,3059.38,126066000.0,sh
1734,2007-03-23,3071.81,3074.29,3085.32,3008.15,118686000.0,sh
1735,2007-03-26,3083.94,3122.81,3123.18,3069.47,122661000.0,sh
1736,2007-03-27,3126.02,3138.83,3145.04,3103.78,124579000.0,sh
1737,2007-03-28,3140.68,3173.02,3180.33,3052.08,167268000.0,sh
1738,2007-03-29,3179.8,3197.54,3273.73,3176.53,149540000.0,sh
1739,2007-03-30,3178.5,3183.98,3212.39,3157.03,89424000.0,sh
1740,2007-04-02,3196.59,3252.59,3253.44,3196.59,97350400.0,sh
1741,2007-04-03,3265.68,3291.3,3292.58,3251.52,108601000.0,sh
1742,2007-04-04,3295.98,3291.54,3308.15,3266.56,112616000.0,sh
1743,2007-04-05,3286.16,3319.14,3326.92,3259.63,114528000.0,sh
1744,2007-04-06,3287.68,3323.58,3334.22,3273.85,119645000.0,sh
1745,2007-04-09,3333.42,3398.95,3399.51,3333.26,137314000.0,sh
1746,2007-04-10,3405.23,3444.29,3444.37,3351.1,147807000.0,sh
1747,2007-04-11,3454.42,3495.22,3497.52,3428.78,147572000.0,sh
1748,2007-04-12,3503.23,3531.03,3532.86,3488.08,135390000.0,sh
1749,2007-04-13,3537.22,3518.27,3563.86,3504.16,150696000.0,sh
1750,2007-04-16,3523.22,3596.44,3597.22,3523.22,131039000.0,sh
1751,2007-04-17,3611.63,3611.87,3622.89,3510.5,160661000.0,sh
1752,2007-04-18,3614.68,3612.4,3623.87,3564.23,150485000.0,sh
1753,2007-04-19,3610.02,3449.02,3617.44,3358.93,172726000.0,sh
1754,2007-04-20,3460.9,3584.2,3591.46,3460.9,138889000.0,sh
1755,2007-04-23,3615.79,3710.89,3710.89,3615.79,163498000.0,sh
1756,2007-04-24,3736.15,3720.53,3762.39,3689.13,174389000.0,sh
1757,2007-04-25,3708.57,3743.96,3769.25,3653.99,151763000.0,sh
1758,2007-04-26,3766.48,3783.06,3784.68,3732.6,117257000.0,sh
1759,2007-04-27,3788.75,3759.87,3802.92,3720.6,132175000.0,sh
1760,2007-04-30,3784.27,3841.27,3851.35,3759.48,146526000.0,sh
1761,2007-05-08,3937.94,3950.01,3964.71,3901.33,160568000.0,sh
1762,2007-05-09,3961.1,4013.08,4015.22,3875.38,208397000.0,sh
1763,2007-05-10,4021.42,4049.7,4072.14,3991.48,171114000.0,sh
1764,2007-05-11,4024.42,4021.68,4039.67,3949.37,140638000.0,sh
1765,2007-05-14,3970.66,4046.39,4081.43,3940.36,139326000.0,sh
1766,2007-05-15,4055.83,3899.18,4069.85,3891.36,156678000.0,sh
1767,2007-05-16,3890.81,3986.04,3987.41,3845.23,131720000.0,sh
1768,2007-05-17,4002.49,4048.29,4064.28,3983.0,139278000.0,sh
1769,2007-05-18,4041.39,4030.26,4052.1,3999.17,130756000.0,sh
1770,2007-05-21,3902.35,4072.23,4083.42,3892.98,156171000.0,sh
1771,2007-05-22,4091.14,4110.38,4136.63,4086.82,173562000.0,sh
1772,2007-05-23,4125.43,4173.71,4175.44,4093.92,161399000.0,sh
1773,2007-05-24,4188.68,4151.13,4208.39,4089.39,180984000.0,sh
1774,2007-05-25,4133.19,4179.78,4190.47,4111.26,154193000.0,sh
1775,2007-05-28,4221.58,4272.11,4283.93,4215.24,178615000.0,sh
1776,2007-05-29,4288.98,4334.92,4335.96,4262.02,172098000.0,sh
1777,2007-05-30,4087.41,4053.09,4275.24,4015.51,185597000.0,sh
1778,2007-05-31,4006.28,4109.65,4178.11,3858.04,173115000.0,sh
1779,2007-06-01,4120.63,4000.74,4181.28,3966.98,160935000.0,sh
1780,2007-06-04,3981.82,3670.4,3987.27,3659.09,114859000.0,sh
1781,2007-06-05,3564.43,3767.1,3768.56,3404.15,157138000.0,sh
1782,2007-06-06,3781.38,3776.32,3821.7,3682.79,145874000.0,sh
1783,2007-06-07,3787.7,3890.8,3891.4,3779.5,142366000.0,sh
1784,2007-06-08,3900.03,3913.14,3935.79,3852.04,135877000.0,sh
1785,2007-06-11,3942.0,3995.68,4000.42,3930.74,133843000.0,sh
1786,2007-06-12,4011.68,4072.14,4073.18,3910.0,149472000.0,sh
1787,2007-06-13,4110.74,4176.48,4193.45,4102.04,166948000.0,sh
1788,2007-06-14,4162.21,4115.21,4179.73,4085.78,138386000.0,sh
1789,2007-06-15,4085.66,4132.87,4152.54,4067.36,108666000.0,sh
1790,2007-06-18,4195.39,4253.35,4267.74,4193.31,128978000.0,sh
1791,2007-06-19,4247.75,4269.52,4280.85,4209.58,124582000.0,sh
1792,2007-06-20,4269.46,4181.32,4312.0,4164.27,135213000.0,sh
1793,2007-06-21,4170.89,4230.82,4256.54,4147.05,112920000.0,sh
1794,2007-06-22,4230.97,4091.45,4249.43,4024.49,119692000.0,sh
1795,2007-06-25,4102.79,3941.08,4131.13,3912.42,101607000.0,sh
1796,2007-06-26,3863.25,3973.37,3976.19,3818.85,93817500.0,sh
1797,2007-06-27,3985.72,4078.6,4090.72,3948.29,95113500.0,sh
1798,2007-06-28,4080.19,3914.2,4113.28,3912.81,97831600.0,sh
1799,2007-06-29,3824.29,3820.7,3919.34,3779.81,86100000.0,sh
1800,2007-07-02,3800.23,3836.29,3859.86,3724.19,74254100.0,sh
1801,2007-07-03,3854.72,3899.72,3906.76,3821.46,69749200.0,sh
1802,2007-07-04,3906.01,3816.17,3916.48,3800.27,56474800.0,sh
1803,2007-07-05,3769.64,3615.87,3778.4,3614.53,63405900.0,sh
1804,2007-07-06,3599.82,3781.35,3785.35,3563.54,80737200.0,sh
1805,2007-07-09,3809.67,3883.22,3900.9,3782.73,83480500.0,sh
1806,2007-07-10,3895.91,3853.02,3929.42,3841.8,76563300.0,sh
1807,2007-07-11,3837.8,3865.72,3879.29,3812.14,51353900.0,sh
1808,2007-07-12,3874.04,3915.99,3925.6,3861.04,55158400.0,sh
1809,2007-07-13,3920.83,3914.4,3935.51,3878.18,46024500.0,sh
1810,2007-07-16,3920.65,3821.92,3931.87,3820.57,47615300.0,sh
1811,2007-07-17,3809.56,3896.19,3919.78,3767.22,48712200.0,sh
1812,2007-07-18,3880.85,3930.06,3971.61,3861.91,62871800.0,sh
1813,2007-07-19,3918.54,3912.94,3947.33,3887.59,48737600.0,sh
1814,2007-07-20,3918.41,4058.85,4062.12,3918.41,83110600.0,sh
1815,2007-07-23,4091.24,4213.36,4220.32,4091.24,121669000.0,sh
1816,2007-07-24,4238.32,4210.33,4284.83,4192.72,110989000.0,sh
1817,2007-07-25,4212.95,4323.97,4325.38,4212.23,93950000.0,sh
1818,2007-07-26,4347.78,4346.46,4371.51,4304.19,99210700.0,sh
1819,2007-07-27,4315.37,4345.36,4357.34,4268.79,100246000.0,sh
1820,2007-07-30,4348.61,4440.77,4450.19,4345.79,112590000.0,sh
1821,2007-07-31,4432.27,4471.03,4476.63,4379.2,108561000.0,sh
1822,2007-08-01,4488.77,4300.56,4502.3,4284.87,126293000.0,sh
1823,2007-08-02,4316.57,4407.73,4431.85,4290.81,98278600.0,sh
1824,2007-08-03,4440.98,4560.77,4562.69,4438.96,115117000.0,sh
1825,2007-08-06,4600.12,4628.11,4629.97,4564.31,111708000.0,sh
1826,2007-08-07,4642.01,4651.23,4687.44,4581.29,116181000.0,sh
1827,2007-08-08,4614.59,4663.16,4711.32,4568.69,118909000.0,sh
1828,2007-08-09,4658.59,4754.1,4768.89,4658.59,97660200.0,sh
1829,2007-08-10,4745.18,4749.37,4769.62,4640.77,101867000.0,sh
1830,2007-08-13,4768.62,4820.06,4872.55,4728.89,114185000.0,sh
1831,2007-08-14,4820.15,4872.79,4876.85,4789.9,88568200.0,sh
1832,2007-08-15,4875.51,4869.88,4916.31,4762.72,90509700.0,sh
1833,2007-08-16,4845.02,4765.45,4845.02,4710.31,90538400.0,sh
1834,2007-08-17,4733.14,4656.57,4814.37,4646.43,91159000.0,sh
1835,2007-08-20,4773.83,4904.85,4906.0,4758.4,99152900.0,sh
1836,2007-08-21,4944.21,4955.21,4982.98,4917.82,104204000.0,sh
1837,2007-08-22,4876.35,4980.08,4999.19,4861.27,108111000.0,sh
1838,2007-08-23,5002.84,5032.49,5050.38,4968.33,99309400.0,sh
1839,2007-08-24,5070.65,5107.67,5125.36,5052.24,108996000.0,sh
1840,2007-08-27,5144.82,5150.12,5192.06,5092.08,116154000.0,sh
1841,2007-08-28,5134.14,5194.69,5209.51,5058.45,105437000.0,sh
1842,2007-08-29,5147.71,5109.43,5204.53,5063.41,100824000.0,sh
1843,2007-08-30,5144.11,5167.88,5186.53,5109.66,101211000.0,sh
1844,2007-08-31,5184.09,5218.83,5235.16,5158.37,103556000.0,sh
1845,2007-09-03,5257.78,5321.06,5327.54,5257.78,125780000.0,sh
1846,2007-09-04,5333.4,5294.04,5357.93,5265.0,120426000.0,sh
1847,2007-09-05,5296.07,5310.72,5337.93,5223.67,96240600.0,sh
1848,2007-09-06,5336.67,5393.66,5412.32,5314.34,106988000.0,sh
